Age,Gender,Education Level,Job Title,Years of Experience,Salary,Math exam score,Programming exam score
36.0,Male,Bachelor's Degree,Software Engineer Manager,8.0,135000.0,70,70
27.0,Male,Bachelor's Degree,Front end Developer,2.0,65000.0,63,62
43.0,Female,PhD,Senior Project Engineer,14.0,190000.0,75,81
34.0,Male,Master's Degree,Back end Developer,8.0,140000.0,59,47
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0,68,69
33.0,Female,Bachelor's Degree,Full Stack Engineer,7.0,130000.0,85,79
30.0,Female,Master's Degree,Front end Developer,5.0,105000.0,41,53
50.0,Male,PhD,Senior Project Engineer,19.0,200000.0,59,58
30.0,Male,Bachelor's Degree,Back end Developer,5.0,100000.0,64,60
42.0,Male,Master's Degree,Software Engineer Manager,13.0,170000.0,77,80
33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0,60,59
45.0,Male,PhD,Senior Project Engineer,16.0,185000.0,66,66
29.0,Female,Bachelor's Degree,Front end Developer,4.0,90000.0,56,63
39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0,59,66
27.0,Male,Bachelor's Degree,Back end Developer,3.0,80000.0,74,74
49.0,Male,PhD,Senior Project Engineer,17.0,195000.0,65,58
32.0,Female,Master's Degree,Full Stack Engineer,6.0,115000.0,64,75
36.0,Male,Bachelor's Degree,Software Engineer Manager,8.0,135000.0,67,67
27.0,Male,Bachelor's Degree,Front end Developer,2.0,65000.0,58,57
43.0,Female,PhD,Senior Project Engineer,14.0,190000.0,81,90
34.0,Male,Master's Degree,Back end Developer,8.0,140000.0,81,75
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0,72,72
33.0,Female,Bachelor's Degree,Full Stack Engineer,7.0,130000.0,58,70
30.0,Female,Master's Degree,Front end Developer,5.0,105000.0,41,41
50.0,Male,PhD,Senior Project Engineer,19.0,200000.0,64,45
30.0,Male,Bachelor's Degree,Back end Developer,5.0,100000.0,64,51
42.0,Male,Master's Degree,Software Engineer Manager,13.0,170000.0,71,54
33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0,39,54
45.0,Male,PhD,Senior Project Engineer,16.0,185000.0,67,57
29.0,Female,Bachelor's Degree,Front end Developer,4.0,90000.0,65,58
39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0,48,54
27.0,Male,Bachelor's Degree,Back end Developer,3.0,80000.0,51,53
49.0,Male,PhD,Senior Project Engineer,17.0,195000.0,54,50
32.0,Female,Master's Degree,Full Stack Engineer,6.0,115000.0,64,80
36.0,Male,Bachelor's Degree,Software Engineer Manager,8.0,135000.0,68,60
27.0,Male,Bachelor's Degree,Front end Developer,2.0,65000.0,55,59
43.0,Female,PhD,Senior Project Engineer,14.0,190000.0,73,85
34.0,Male,Master's Degree,Back end Developer,8.0,140000.0,63,60
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0,72,67
33.0,Female,Bachelor's Degree,Full Stack Engineer,7.0,130000.0,66,76
30.0,Female,Master's Degree,Front end Developer,5.0,105000.0,79,86
50.0,Male,PhD,Senior Project Engineer,19.0,200000.0,53,59
30.0,Male,Bachelor's Degree,Back end Developer,5.0,100000.0,82,74
42.0,Male,Master's Degree,Software Engineer Manager,13.0,170000.0,94,86
33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0,75,73
45.0,Male,PhD,Senior Project Engineer,16.0,185000.0,73,71
29.0,Female,Bachelor's Degree,Front end Developer,4.0,90000.0,74,86
39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0,72,76
27.0,Male,Bachelor's Degree,Back end Developer,3.0,80000.0,80,78
49.0,Male,PhD,Senior Project Engineer,17.0,195000.0,78,79
32.0,Female,Master's Degree,Full Stack Engineer,6.0,115000.0,73,77
36.0,Male,Bachelor's Degree,Software Engineer Manager,8.0,135000.0,73,64
27.0,Male,Bachelor's Degree,Front end Developer,2.0,65000.0,81,67
43.0,Female,PhD,Senior Project Engineer,14.0,190000.0,66,79
34.0,Male,Master's Degree,Back end Developer,8.0,140000.0,73,67
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0,83,87
33.0,Female,Bachelor's Degree,Full Stack Engineer,7.0,130000.0,57,63
30.0,Female,Master's Degree,Front end Developer,5.0,105000.0,66,69
50.0,Male,PhD,Senior Project Engineer,19.0,200000.0,75,62
30.0,Male,Bachelor's Degree,Back end Developer,5.0,100000.0,56,42
42.0,Male,Master's Degree,Software Engineer Manager,13.0,170000.0,63,65
33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0,51,56
45.0,Male,PhD,Senior Project Engineer,16.0,185000.0,72,62
29.0,Female,Bachelor's Degree,Front end Developer,4.0,90000.0,67,77
39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0,65,72
27.0,Male,Bachelor's Degree,Back end Developer,3.0,80000.0,94,91
49.0,Male,PhD,Senior Project Engineer,17.0,195000.0,49,48
32.0,Female,Master's Degree,Full Stack Engineer,6.0,115000.0,83,91
36.0,Male,Bachelor's Degree,Software Engineer Manager,8.0,135000.0,50,47
27.0,Male,Bachelor's Degree,Front end Developer,2.0,65000.0,65,48
43.0,Female,PhD,Senior Project Engineer,14.0,190000.0,67,72
34.0,Male,Master's Degree,Back end Developer,8.0,140000.0,64,66
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0,69,70
33.0,Female,Bachelor's Degree,Full Stack Engineer,7.0,130000.0,70,76
30.0,Female,Master's Degree,Front end Developer,5.0,105000.0,62,68
50.0,Male,PhD,Senior Project Engineer,19.0,200000.0,86,89
30.0,Male,Bachelor's Degree,Back end Developer,5.0,100000.0,38,54
42.0,Male,Master's Degree,Software Engineer Manager,13.0,170000.0,60,53
33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0,44,57
45.0,Male,PhD,Senior Project Engineer,16.0,185000.0,60,54
29.0,Female,Bachelor's Degree,Front end Developer,4.0,90000.0,56,67
39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0,65,66
27.0,Male,Bachelor's Degree,Back end Developer,3.0,80000.0,67,51
49.0,Male,PhD,Senior Project Engineer,17.0,195000.0,65,63
32.0,Female,Master's Degree,Full Stack Engineer,6.0,115000.0,51,60
36.0,Male,Bachelor's Degree,Software Engineer Manager,8.0,135000.0,31,18
27.0,Male,Bachelor's Degree,Front end Developer,2.0,65000.0,53,51
43.0,Female,PhD,Senior Project Engineer,14.0,190000.0,66,70
34.0,Male,Master's Degree,Back end Developer,8.0,140000.0,63,53
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0,81,89
33.0,Female,Bachelor's Degree,Full Stack Engineer,7.0,130000.0,77,82
30.0,Female,Master's Degree,Front end Developer,5.0,105000.0,66,67
50.0,Male,PhD,Senior Project Engineer,19.0,200000.0,73,64
30.0,Male,Bachelor's Degree,Back end Developer,5.0,100000.0,66,66
42.0,Male,Master's Degree,Software Engineer Manager,13.0,170000.0,89,90
33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0,67,75
45.0,Male,PhD,Senior Project Engineer,16.0,185000.0,86,81
29.0,Female,Bachelor's Degree,Front end Developer,4.0,90000.0,65,80
31.0,Male,Master's Degree,Software Engineer Manager,8.0,130000.0,93,83
27.0,Male,Bachelor's Degree,Back end Developer,3.0,80000.0,65,67
43.0,Male,PhD,Senior Project Engineer,15.0,180000.0,61,59
35.0,Female,Master's Degree,Full Stack Engineer,8.0,140000.0,67,78
42.0,Male,Bachelor's Degree,Software Engineer Manager,12.0,160000.0,56,51
28.0,Female,Bachelor's Degree,Front end Developer,2.0,55000.0,52,65
44.0,Female,PhD,Senior Project Engineer,16.0,190000.0,71,74
32.0,Male,Master's Degree,Back end Developer,7.0,120000.0,100,83
48.0,Male,PhD,Software Engineer Manager,18.0,200000.0,94,97
30.0,Female,Bachelor's Degree,Full Stack Engineer,5.0,100000.0,72,76
34.0,Male,Master's Degree,Front end Developer,9.0,150000.0,70,62
37.0,Female,Bachelor's Degree,Software Engineer Manager,11.0,170000.0,67,70
26.0,Male,Bachelor's Degree,Back end Developer,2.0,65000.0,63,49
49.0,Female,PhD,Senior Project Engineer,19.0,210000.0,32,44
29.0,Male,Bachelor's Degree,Full Stack Engineer,4.0,90000.0,54,46
41.0,Male,Master's Degree,Software Engineer Manager,14.0,180000.0,66,64
31.0,Female,Bachelor's Degree,Front end Developer,6.0,110000.0,89,97
37.0,Male,Master's Degree,Software Engineer Manager,10.0,150000.0,75,66
27.0,Male,Bachelor's Degree,Back end Developer,3.0,80000.0,83,81
50.0,Male,PhD,Senior Project Engineer,18.0,195000.0,71,64
32.0,Female,Master's Degree,Full Stack Engineer,6.0,115000.0,54,54
36.0,Male,Bachelor's Degree,Software Engineer Manager,8.0,135000.0,85,76
27.0,Male,Bachelor's Degree,Front end Developer,2.0,65000.0,44,51
43.0,Female,PhD,Senior Project Engineer,14.0,190000.0,70,74
34.0,Male,Master's Degree,Back end Developer,8.0,140000.0,72,61
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0,54,57
33.0,Female,Bachelor's Degree,Full Stack Engineer,7.0,130000.0,66,79
30.0,Female,Master's Degree,Front end Developer,5.0,105000.0,77,73
50.0,Male,PhD,Senior Project Engineer,19.0,200000.0,75,64
30.0,Male,Bachelor's Degree,Back end Developer,5.0,100000.0,66,62
42.0,Male,Master's Degree,Software Engineer Manager,13.0,170000.0,86,82
33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0,50,56
45.0,Male,PhD,Senior Project Engineer,16.0,185000.0,76,73
29.0,Female,Bachelor's Degree,Front end Developer,4.0,90000.0,78,81
39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0,74,88
27.0,Male,Bachelor's Degree,Back end Developer,3.0,80000.0,73,63
49.0,Male,PhD,Senior Project Engineer,17.0,195000.0,75,62
32.0,Female,Master's Degree,Full Stack Engineer,6.0,115000.0,56,68
36.0,Male,Bachelor's Degree,Software Engineer Manager,8.0,135000.0,73,62
27.0,Male,Bachelor's Degree,Front end Developer,2.0,65000.0,81,75
43.0,Female,PhD,Senior Project Engineer,14.0,190000.0,59,79
34.0,Male,Master's Degree,Back end Developer,8.0,140000.0,56,51
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0,76,76
33.0,Female,Bachelor's Degree,Full Stack Engineer,7.0,130000.0,77,79
30.0,Female,Master's Degree,Front end Developer,5.0,105000.0,56,69
50.0,Male,PhD,Senior Project Engineer,19.0,200000.0,63,61
30.0,Male,Bachelor's Degree,Back end Developer,5.0,100000.0,60,62
42.0,Male,Master's Degree,Software Engineer Manager,13.0,170000.0,58,57
33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0,62,69
45.0,Male,PhD,Senior Project Engineer,16.0,185000.0,62,69
29.0,Female,Bachelor's Degree,Front end Developer,4.0,90000.0,58,63
39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0,45,60
27.0,Male,Bachelor's Degree,Back end Developer,3.0,80000.0,83,69
49.0,Male,PhD,Senior Project Engineer,17.0,195000.0,74,75
32.0,Female,Master's Degree,Full Stack Engineer,6.0,115000.0,81,83
36.0,Male,Bachelor's Degree,Software Engineer Manager,8.0,135000.0,53,47
27.0,Male,Bachelor's Degree,Front end Developer,2.0,65000.0,90,81
43.0,Female,PhD,Senior Project Engineer,14.0,190000.0,97,96
34.0,Male,Master's Degree,Back end Developer,8.0,140000.0,63,59
46.0,Female,PhD,Senior Project Engineer,16.0,185000.0,59,75
33.0,Male,Bachelor's Degree,Full Stack Engineer,7.0,130000.0,82,87
30.0,Male,Master's Degree,Front end Developer,5.0,105000.0,62,65
50.0,Male,PhD,Software Engineer Manager,20.0,210000.0,49,39
31.0,Male,Bachelor's Degree,Back end Developer,6.0,95000.0,63,51
39.0,Female,Master's Degree,Software Engineer Manager,11.0,170000.0,77,83
27.0,Male,Bachelor's Degree,Front end Developer,2.0,65000.0,87,79
44.0,Female,PhD,Senior Project Engineer,16.0,190000.0,96,96
32.0,Male,Master's Degree,Back end Developer,7.0,120000.0,90,89
48.0,Male,PhD,Software Engineer Manager,19.0,200000.0,77,82
30.0,Female,Bachelor's Degree,Full Stack Engineer,5.0,100000.0,76,75
34.0,Male,Master's Degree,Front end Developer,9.0,150000.0,68,73
37.0,Female,Bachelor's Degree,Software Engineer Manager,11.0,170000.0,63,69
26.0,Male,Bachelor's Degree,Back end Developer,2.0,65000.0,88,78
49.0,Female,PhD,Senior Project Engineer,19.0,210000.0,70,86
29.0,Male,Bachelor's Degree,Full Stack Engineer,4.0,90000.0,54,62
41.0,Male,Master's Degree,Software Engineer Manager,14.0,180000.0,54,45
31.0,Female,Bachelor's Degree,Front end Developer,6.0,110000.0,65,77
37.0,Male,Master's Degree,Software Engineer Manager,10.0,150000.0,49,41
27.0,Male,Bachelor's Degree,Back end Developer,3.0,80000.0,81,69
50.0,Male,PhD,Senior Project Engineer,18.0,195000.0,66,58
32.0,Female,Master's Degree,Full Stack Engineer,6.0,115000.0,71,79
36.0,Male,Bachelor's Degree,Software Engineer Manager,8.0,135000.0,54,42
27.0,Male,Bachelor's Degree,Front end Developer,2.0,65000.0,59,47
43.0,Female,PhD,Senior Project Engineer,14.0,190000.0,69,75
34.0,Male,Master's Degree,Back end Developer,8.0,140000.0,53,47
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0,68,61
33.0,Female,Bachelor's Degree,Full Stack Engineer,7.0,130000.0,87,90
30.0,Female,Master's Degree,Front end Developer,5.0,105000.0,55,58
50.0,Male,PhD,Senior Project Engineer,19.0,200000.0,89,85
30.0,Male,Bachelor's Degree,Back end Developer,5.0,100000.0,76,73
42.0,Male,Master's Degree,Software Engineer Manager,13.0,170000.0,60,58
33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0,54,72
45.0,Male,PhD,Senior Project Engineer,16.0,185000.0,77,72
29.0,Female,Bachelor's Degree,Front end Developer,4.0,90000.0,41,57
39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0,77,83
27.0,Male,Bachelor's Degree,Back end Developer,3.0,80000.0,57,48
49.0,Male,PhD,Senior Project Engineer,17.0,195000.0,74,75
32.0,Female,Master's Degree,Full Stack Engineer,6.0,115000.0,60,71
36.0,Male,Bachelor's Degree,Software Engineer Manager,8.0,135000.0,64,71
27.0,Male,Bachelor's Degree,Front end Developer,2.0,65000.0,66,68
43.0,Female,PhD,Senior Project Engineer,14.0,190000.0,51,58
34.0,Male,Master's Degree,Back end Developer,8.0,140000.0,84,85
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0,70,67
33.0,Female,Bachelor's Degree,Full Stack Engineer,7.0,130000.0,75,81
30.0,Female,Master's Degree,Front end Developer,5.0,105000.0,86,86
50.0,Male,PhD,Senior Project Engineer,19.0,200000.0,65,63
30.0,Male,Bachelor's Degree,Back end Developer,5.0,100000.0,77,74
42.0,Male,Master's Degree,Software Engineer Manager,13.0,170000.0,59,55
33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0,52,62
45.0,Male,PhD,Senior Project Engineer,16.0,185000.0,54,52
29.0,Female,Bachelor's Degree,Front end Developer,4.0,90000.0,55,59
39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0,49,52
27.0,Male,Bachelor's Degree,Back end Developer,3.0,80000.0,68,73
49.0,Male,PhD,Senior Project Engineer,17.0,195000.0,66,77
32.0,Female,Master's Degree,Full Stack Engineer,6.0,115000.0,64,64
36.0,Male,Bachelor's Degree,Software Engineer Manager,8.0,135000.0,76,86
27.0,Male,Bachelor's Degree,Front end Developer,2.0,65000.0,63,59
43.0,Female,PhD,Senior Project Engineer,14.0,190000.0,75,71
34.0,Male,Master's Degree,Back end Developer,8.0,140000.0,72,60
28.0,Male,Bachelor's Degree,Software Engineer,4.0,75000.0,61,58
33.0,Female,Master's Degree,Data Analyst,7.0,95000.0,59,71
22.0,Male,Bachelor's Degree,Front End Developer,1.0,50000.0,51,50
44.0,Male,PhD,Senior Data Scientist,15.0,180000.0,73,74
29.0,Female,Bachelor's Degree,Software Developer,3.0,65000.0,67,73
31.0,Male,Master's Degree,Product Manager,6.0,120000.0,65,62
25.0,Female,Master's Degree,Software Engineer,2.0,60000.0,54,70
38.0,Male,Bachelor's Degree,Data Scientist,10.0,150000.0,90,80
27.0,Male,Bachelor's Degree,Software Engineer,3.0,70000.0,87,78
46.0,Female,PhD,Director of Data Science,20.0,220000.0,60,78
33.0,Male,Master's Degree,Data Analyst,8.0,100000.0,66,62
24.0,Female,Bachelor's Degree,Software Developer,2.0,55000.0,52,50
36.0,Male,PhD,Senior Data Scientist,12.0,170000.0,63,72
30.0,Female,Bachelor's Degree,Software Engineer,5.0,90000.0,65,68
29.0,Male,Bachelor's Degree,Front End Developer,4.0,80000.0,87,77
42.0,Male,Master's Degree,Product Manager,14.0,180000.0,68,70
26.0,Male,Bachelor's Degree,Software Developer,2.0,60000.0,68,55
35.0,Female,Master's Degree,Data Analyst,9.0,120000.0,36,45
27.0,Female,Bachelor's Degree,Software Engineer,3.0,70000.0,72,78
48.0,Male,PhD,Director of Data Science,18.0,210000.0,70,67
34.0,Male,Master's Degree,Data Scientist,9.0,140000.0,77,75
23.0,Female,Bachelor's Degree,Software Engineer,1.0,50000.0,49,58
32.0,Male,Master's Degree,Product Manager,7.0,110000.0,75,76
25.0,Female,Master's Degree,Software Engineer,2.0,60000.0,76,80
37.0,Male,Bachelor's Degree,Data Analyst,11.0,160000.0,87,68
28.0,Male,Bachelor's Degree,Software Engineer,4.0,75000.0,59,52
41.0,Female,PhD,Director of Data Science,16.0,200000.0,77,77
34.0,Male,Master's Degree,Data Analyst,8.0,100000.0,52,38
24.0,Female,Bachelor's Degree,Software Developer,2.0,55000.0,55,62
36.0,Male,PhD,Senior Data Scientist,12.0,170000.0,46,49
30.0,Female,Bachelor's Degree,Software Engineer,5.0,90000.0,34,46
29.0,Male,Bachelor's Degree,Front End Developer,4.0,80000.0,86,76
42.0,Male,Master's Degree,Product Manager,14.0,180000.0,89,87
26.0,Male,Bachelor's Degree,Software Developer,2.0,60000.0,61,75
35.0,Female,Master's Degree,Data Analyst,9.0,120000.0,74,77
27.0,Female,Bachelor's Degree,Software Engineer,3.0,70000.0,23,36
48.0,Male,PhD,Director of Data Science,18.0,210000.0,50,52
34.0,Male,Master's Degree,Data Scientist,9.0,140000.0,60,61
23.0,Female,Bachelor's Degree,Software Engineer,1.0,50000.0,55,60
32.0,Male,Master's Degree,Product Manager,7.0,110000.0,68,52
25.0,Female,Master's Degree,Software Engineer,2.0,60000.0,48,60
37.0,Male,Bachelor's Degree,Data Analyst,11.0,160000.0,68,58
28.0,Male,Bachelor's Degree,Software Engineer,4.0,75000.0,58,45
41.0,Female,PhD,Director of Data Science,16.0,200000.0,63,67
34.0,Male,Master's Degree,Data Analyst,8.0,100000.0,74,56
24.0,Female,Bachelor's Degree,Software Developer,2.0,55000.0,43,49
36.0,Male,PhD,Senior Data Scientist,12.0,170000.0,59,55
30.0,Female,Bachelor's Degree,Software Engineer,5.0,90000.0,58,70
29.0,Male,Bachelor's Degree,Front End Developer,4.0,80000.0,64,51
42.0,Male,Master's Degree,Product Manager,14.0,180000.0,74,75
26.0,Male,Bachelor's Degree,Software Developer,2.0,60000.0,87,83
35.0,Female,Master's Degree,Data Analyst,9.0,120000.0,69,77
27.0,Female,Bachelor's Degree,Software Engineer,3.0,70000.0,55,60
48.0,Male,PhD,Director of Data Science,18.0,210000.0,88,84
34.0,Male,Master's Degree,Data Scientist,9.0,140000.0,60,50
23.0,Female,Bachelor's Degree,Software Engineer,1.0,50000.0,86,90
32.0,Male,Master's Degree,Product Manager,7.0,110000.0,79,70
25.0,Female,Master's Degree,Software Engineer,2.0,60000.0,85,83
37.0,Male,Bachelor's Degree,Data Analyst,11.0,160000.0,72,65
28.0,Male,Bachelor's Degree,Software Engineer,4.0,75000.0,81,63
41.0,Female,PhD,Director of Data Science,16.0,200000.0,73,75
34.0,Male,Master's Degree,Data Analyst,8.0,100000.0,59,59
24.0,Female,Bachelor's Degree,Software Developer,2.0,55000.0,66,73
36.0,Male,PhD,Senior Data Scientist,12.0,170000.0,74,66
30.0,Female,Bachelor's Degree,Software Engineer,5.0,90000.0,45,41
29.0,Male,Bachelor's Degree,Front End Developer,4.0,80000.0,55,48
42.0,Male,Master's Degree,Product Manager,14.0,180000.0,84,72
26.0,Male,Bachelor's Degree,Software Developer,2.0,60000.0,43,42
35.0,Female,Master's Degree,Data Analyst,9.0,120000.0,55,66
27.0,Female,Bachelor's Degree,Software Engineer,3.0,70000.0,71,81
48.0,Male,PhD,Director of Data Science,18.0,210000.0,91,89
34.0,Male,Master's Degree,Data Scientist,9.0,140000.0,79,87
23.0,Female,Bachelor's Degree,Software Engineer,1.0,50000.0,46,63
32.0,Male,Master's Degree,Product Manager,7.0,110000.0,63,51
25.0,Female,Master's Degree,Software Engineer,2.0,60000.0,60,66
37.0,Male,Bachelor's Degree,Data Analyst,11.0,160000.0,64,44
28.0,Male,Bachelor's Degree,Software Engineer,4.0,75000.0,75,73
41.0,Female,PhD,Director of Data Science,16.0,200000.0,77,86
34.0,Male,Master's Degree,Data Analyst,8.0,100000.0,48,53
24.0,Female,Bachelor's Degree,Software Developer,2.0,55000.0,85,88
36.0,Male,PhD,Senior Data Scientist,12.0,170000.0,57,49
30.0,Female,Bachelor's Degree,Software Engineer,5.0,90000.0,76,89
29.0,Male,Bachelor's Degree,Front End Developer,4.0,80000.0,80,77
42.0,Male,Master's Degree,Product Manager,14.0,180000.0,89,81
26.0,Male,Bachelor's Degree,Software Developer,2.0,60000.0,78,66
35.0,Female,Master's Degree,Data Analyst,9.0,120000.0,66,80
27.0,Female,Bachelor's Degree,Software Engineer,3.0,70000.0,48,53
48.0,Male,PhD,Director of Data Science,18.0,210000.0,76,83
34.0,Male,Master's Degree,Data Scientist,9.0,140000.0,58,52
23.0,Female,Bachelor's Degree,Software Engineer,1.0,50000.0,56,70
32.0,Male,Master's Degree,Product Manager,7.0,110000.0,63,69
25.0,Female,Master's Degree,Software Engineer,2.0,60000.0,65,75
37.0,Male,Bachelor's Degree,Data Analyst,11.0,160000.0,55,46
28.0,Male,Bachelor's Degree,Software Engineer,4.0,75000.0,53,60
41.0,Female,PhD,Director of Data Science,16.0,200000.0,69,76
34.0,Male,Master's Degree,Data Analyst,8.0,100000.0,42,49
24.0,Female,Bachelor's Degree,Software Developer,2.0,55000.0,62,58
36.0,Male,PhD,Senior Data Scientist,12.0,170000.0,82,75
30.0,Female,Bachelor's Degree,Software Engineer,5.0,90000.0,74,86
29.0,Male,Bachelor's Degree,Front End Developer,4.0,80000.0,37,30
42.0,Male,Master's Degree,Product Manager,14.0,180000.0,68,64
26.0,Male,Bachelor's Degree,Software Developer,2.0,60000.0,84,88
35.0,Female,Master's Degree,Data Analyst,9.0,120000.0,77,86
27.0,Female,Bachelor's Degree,Software Engineer,3.0,70000.0,60,72
48.0,Male,PhD,Director of Data Science,18.0,210000.0,81,75
34.0,Male,Master's Degree,Data Scientist,9.0,140000.0,55,51
23.0,Female,Bachelor's Degree,Software Engineer,1.0,50000.0,75,76
32.0,Male,Master's Degree,Product Manager,7.0,110000.0,68,68
25.0,Female,Master's Degree,Software Engineer,2.0,60000.0,67,72
37.0,Male,Bachelor's Degree,Data Analyst,11.0,160000.0,53,52
28.0,Male,Bachelor's Degree,Software Engineer,4.0,75000.0,97,96
41.0,Female,PhD,Director of Data Science,16.0,200000.0,41,46
34.0,Male,Master's Degree,Data Analyst,8.0,100000.0,89,88
24.0,Female,Bachelor's Degree,Software Developer,2.0,55000.0,28,40
36.0,Male,PhD,Senior Data Scientist,12.0,170000.0,68,69
30.0,Female,Bachelor's Degree,Software Engineer,5.0,90000.0,43,64
29.0,Male,Bachelor's Degree,Front End Developer,4.0,80000.0,72,65
42.0,Male,Master's Degree,Product Manager,14.0,180000.0,69,69
26.0,Male,Bachelor's Degree,Software Developer,2.0,60000.0,75,61
35.0,Female,Master's Degree,Data Analyst,9.0,120000.0,59,66
27.0,Female,Bachelor's Degree,Software Engineer,3.0,70000.0,62,61
48.0,Male,PhD,Director of Data Science,18.0,210000.0,64,52
34.0,Male,Master's Degree,Data Scientist,9.0,140000.0,45,44
23.0,Female,Bachelor's Degree,Software Engineer,1.0,50000.0,87,89
34.0,Female,Bachelor's Degree,Full Stack Engineer,8.0,122485.0,92,91
25.0,Male,PhD,Software Engineer Manager,12.0,169159.0,63,71
43.0,Male,Master's Degree,Senior Software Engineer,21.0,187081.0,61,62
53.0,Other,High School,Senior Project Engineer,31.0,166109.0,82,77
27.0,Female,Master's Degree,Front end Developer,5.0,78354.0,65,77
25.0,Male,Bachelor's Degree,Back end Developer,2.0,90249.0,64,73
29.0,Female,Master's Degree,Senior Software Engineer,6.0,132720.0,51,52
52.0,Male,PhD,Software Engineer Manager,23.0,161568.0,68,72
41.0,Male,Master's Degree,Front end Developer,13.0,127346.0,94,90
49.0,Female,Bachelor's Degree,Back end Developer,19.0,120177.0,79,85
25.0,Other,High School,Full Stack Engineer,2.0,69032.0,90,75
35.0,Male,Master's Degree,Senior Project Engineer,8.0,101332.0,70,59
57.0,Female,PhD,Full Stack Engineer,30.0,121450.0,70,76
35.0,Female,Bachelor's Degree,Senior Project Engineer,12.0,166375.0,69,75
43.0,Male,Master's Degree,Senior Software Engineer,21.0,185119.0,68,54
37.0,Female,Bachelor's Degree,Full Stack Engineer,10.0,149217.0,45,62
50.0,Male,Master's Degree,Software Engineer Manager,21.0,166512.0,81,84
52.0,Female,Master's Degree,Senior Software Engineer,28.0,186963.0,57,77
26.0,Male,Bachelor's Degree,Back end Developer,3.0,75072.0,76,69
34.0,Female,Master's Degree,Full Stack Engineer,10.0,163398.0,64,73
30.0,Male,High School,Senior Project Engineer,11.0,103947.0,69,71
60.0,Female,PhD,Software Engineer Manager,33.0,179180.0,67,67
50.0,Male,Bachelor's Degree,Back end Developer,23.0,175966.0,79,63
58.0,Male,Master's Degree,Senior Software Engineer,27.0,190004.0,59,63
35.0,Female,Master's Degree,Full Stack Engineer,10.0,152039.0,60,69
28.0,Male,Master's Degree,Front end Developer,5.0,76742.0,81,78
57.0,Female,PhD,Software Engineer Manager,33.0,191790.0,52,54
46.0,Female,Bachelor's Degree,Senior Software Engineer,20.0,139398.0,63,76
28.0,Male,High School,Back end Developer,7.0,95845.0,47,56
34.0,Male,Master's Degree,Full Stack Engineer,12.0,160976.0,88,72
33.0,Female,Master's Degree,Senior Project Engineer,9.0,126753.0,92,89
37.0,Other,Master's Degree,Full Stack Engineer,14.0,161393.0,100,100
33.0,Male,Master's Degree,Senior Software Engineer,8.0,139817.0,59,55
53.0,Male,PhD,Software Engineer Manager,25.0,181714.0,72,62
35.0,Female,Bachelor's Degree,Back end Developer,10.0,114776.0,69,73
30.0,Male,Master's Degree,Full Stack Engineer,6.0,105725.0,85,79
24.0,Female,High School,Senior Project Engineer,1.0,52731.0,83,86
36.0,Male,Master's Degree,Front end Developer,8.0,106492.0,74,70
27.0,Female,Bachelor's Degree,Full Stack Engineer,4.0,73895.0,83,82
23.0,Male,PhD,Software Engineer Manager,1.0,119836.0,71,60
28.0,Female,Master's Degree,Senior Software Engineer,5.0,99747.0,51,71
52.0,Male,Bachelor's Degree,Back end Developer,25.0,168287.0,64,62
28.0,Female,Master's Degree,Full Stack Engineer,7.0,115920.0,59,71
32.0,Male,Master's Degree,Senior Project Engineer,11.0,128078.0,63,62
24.0,Female,Bachelor's Degree,Front end Developer,1.0,51265.0,34,41
43.0,Male,High School,Senior Software Engineer,22.0,165919.0,81,70
60.0,Female,PhD,Software Engineer Manager,34.0,188651.0,64,77
24.0,Male,Master's Degree,Back end Developer,0.0,55538.0,57,59
